Name;Types;Abilities;Tier;HP;Attack;Defense;Special Attack;Special Defense;Speed;Next Evolution(s)
Bulbasaur;['Grass', 'Poison'];['Overgrow'];LC;45;49;49;65;65;45;['Ivysaur']
Buneary;['Normal'];['Klutz', 'Run Away'];LC;55;66;44;44;56;85;['Lopunny']
Burmy;['Bug'];['Shed Skin'];LC;40;29;45;29;45;36;['Mothim', 'Wormadam', 'Wormadam-Sandy', 'Wormadam-Trash']
Butterfree;['Bug', 'Flying'];['Compound Eyes'];NU;60;45;50;80;80;70;[]
Cacnea;['Grass'];['Sand Veil'];LC;50;85;40;85;40;35;['Cacturne']
Cacturne;['Grass', 'Dark'];['Sand Veil'];NU;70;115;60;115;60;55;[]
Camerupt;['Fire', 'Ground'];['Magma Armor', 'Solid Rock'];NU;70;100;70;105;75;40;[]
Carnivine;['Grass'];['Levitate'];NU;74;100;72;90;72;46;[]
Carvanha;['Water', 'Dark'];['Rough Skin'];LC;45;90;20;65;20;65;['Sharpedo']
Cascoon;['Bug'];['Shed Skin'];;50;35;55;25;25;15;['Dustox']
Castform;['Normal'];['Forecast'];NU;70;70;70;70;70;70;[]
Caterpie;['Bug'];['Shield Dust'];LC;45;30;35;20;20;45;['Metapod']
Celebi;['Psychic', 'Grass'];['Natural Cure'];OU;100;100;100;100;100;100;[]
Chansey;['Normal'];['Natural Cure', 'Serene Grace'];UU;250;5;5;35;105;50;['Blissey']
Charizard;['Fire', 'Flying'];['Blaze'];NU;78;84;78;109;85;100;[]
Charmander;['Fire'];['Blaze'];LC;39;52;43;60;50;65;['Charmeleon']
Charmeleon;['Fire'];['Blaze'];;58;64;58;80;65;80;['Charizard']
Chatot;['Normal', 'Flying'];['Keen Eye', 'Tangled Feet'];NU;76;65;45;92;42;91;[]
Cherrim;['Grass'];['Flower Gift'];NU;70;60;70;87;78;85;[]
Cherubi;['Grass'];['Chlorophyll'];LC;45;35;45;62;53;35;['Cherrim']
Chikorita;['Grass'];['Overgrow'];LC;45;49;65;49;65;45;['Bayleef']
Chimchar;['Fire'];['Blaze'];LC;44;58;44;58;44;61;['Monferno']
Chimecho;['Psychic'];['Levitate'];NU;65;50;70;95;80;65;[]
Chinchou;['Water', 'Electric'];['Illuminate', 'Volt Absorb'];LC;75;38;38;56;56;67;['Lanturn']
Chingling;['Psychic'];['Levitate'];LC;45;30;50;65;50;45;['Chimecho']
Clamperl;['Water'];['Shell Armor'];NU;35;64;85;74;55;32;['Gorebyss', 'Huntail']
Claydol;['Ground', 'Psychic'];['Levitate'];UU;60;70;105;70;120;75;[]
Clefable;['Normal'];['Cute Charm', 'Magic Guard'];UU;95;70;73;85;90;60;[]
Clefairy;['Normal'];['Cute Charm', 'Magic Guard'];;70;45;48;60;65;35;['Clefable']
Cleffa;['Normal'];['Cute Charm', 'Magic Guard'];LC;50;25;28;45;55;15;['Clefairy']
Cloyster;['Water', 'Ice'];['Shell Armor', 'Skill Link'];UU;50;95;180;85;45;70;[]
Combee;['Bug', 'Flying'];['Honey Gather'];LC;30;30;42;30;42;70;['Vespiquen']
Combusken;['Fire', 'Fighting'];['Blaze'];;60;85;60;85;60;55;['Blaziken']
Corphish;['Water'];['Hyper Cutter', 'Shell Armor'];LC;43;80;65;50;35;35;['Crawdaunt']
Corsola;['Water', 'Rock'];['Hustle', 'Natural Cure'];NU;55;55;85;65;85;35;[]
Cradily;['Rock', 'Grass'];['Suction Cups'];NU;86;81;97;81;107;43;[]
Cranidos;['Rock'];['Mold Breaker'];LC;67;125;40;30;30;58;['Rampardos']
Crawdaunt;['Water', 'Dark'];['Hyper Cutter', 'Shell Armor'];NU;63;120;85;90;55;55;[]
Cresselia;['Psychic'];['Levitate'];UUBL;120;70;120;75;130;85;[]
Croagunk;['Poison', 'Fighting'];['Anticipation', 'Dry Skin'];LC;48;61;40;61;40;50;['Toxicroak']
Crobat;['Poison', 'Flying'];['Inner Focus'];UUBL;85;90;80;70;80;130;[]
Croconaw;['Water'];['Torrent'];;65;80;80;59;63;58;['Feraligatr']
Cubone;['Ground'];['Lightning Rod', 'Rock Head'];LC;50;50;95;40;50;35;['Marowak']
Cyndaquil;['Fire'];['Blaze'];LC;39;52;43;60;50;65;['Quilava']
Darkrai;['Dark'];['Bad Dreams'];Uber;70;90;90;135;90;125;[]
Delcatty;['Normal'];['Cute Charm', 'Normalize'];NU;70;65;65;55;55;70;[]
Delibird;['Ice', 'Flying'];['Hustle', 'Vital Spirit'];NU;45;55;45;65;45;75;[]
Deoxys;['Psychic'];['Pressure'];Uber;50;150;50;150;50;150;[]
Deoxys-Attack;['Psychic'];['Pressure'];Uber;50;180;20;180;20;150;[]
Deoxys-Defense;['Psychic'];['Pressure'];Uber;50;70;160;70;160;90;[]
Deoxys-Speed;['Psychic'];['Pressure'];Uber;50;95;90;95;90;180;[]
Dewgong;['Water', 'Ice'];['Hydration', 'Thick Fat'];NU;90;70;80;70;95;70;[]
Dialga;['Steel', 'Dragon'];['Pressure'];Uber;100;120;120;150;100;90;[]
Diglett;['Ground'];['Arena Trap', 'Sand Veil'];NU;10;55;25;35;45;95;['Dugtrio']
Ditto;['Normal'];['Limber'];NU;48;48;48;48;48;48;[]
Dodrio;['Normal', 'Flying'];['Early Bird', 'Run Away'];NU;60;110;70;60;60;100;[]
Doduo;['Normal', 'Flying'];['Early Bird', 'Run Away'];LC;35;85;45;35;35;75;['Dodrio']
Donphan;['Ground'];['Sturdy'];UU;90;120;120;60;60;50;[]
Dragonair;['Dragon'];['Shed Skin'];NU;61;84;65;70;70;70;['Dragonite']
Dragonite;['Dragon', 'Flying'];['Inner Focus'];OU;91;134;95;100;100;80;[]
Drapion;['Poison', 'Dark'];['Battle Armor', 'Sniper'];UU;70;90;110;60;75;95;[]
Dratini;['Dragon'];['Shed Skin'];LC;41;64;45;50;50;50;['Dragonair']
Drifblim;['Ghost', 'Flying'];['Aftermath', 'Unburden'];NU;150;80;44;90;54;80;[]
Drifloon;['Ghost', 'Flying'];['Aftermath', 'Unburden'];LC;90;50;34;60;44;70;['Drifblim']
Drowzee;['Psychic'];['Forewarn', 'Insomnia'];LC;60;48;45;43;90;42;['Hypno']
Dugtrio;['Ground'];['Arena Trap', 'Sand Veil'];UU;35;80;50;50;70;120;[]
Dunsparce;['Normal'];['Run Away', 'Serene Grace'];NU;100;70;70;65;65;45;[]
Dusclops;['Ghost'];['Pressure'];NU;40;70;130;60;130;25;['Dusknoir']
Dusknoir;['Ghost'];['Pressure'];OU;45;100;135;65;135;45;[]
Duskull;['Ghost'];['Levitate'];LC;20;40;90;30;90;25;['Dusclops']
Dustox;['Bug', 'Poison'];['Shield Dust'];NU;60;50;70;50;90;65;[]
Eevee;['Normal'];['Adaptability', 'Run Away'];LC;55;55;50;45;65;55;['Espeon', 'Flareon', 'Glaceon', 'Jolteon', 'Leafeon', 'Umbreon', 'Vaporeon']
Ekans;['Poison'];['Intimidate', 'Shed Skin'];LC;35;60;44;40;54;55;['Arbok']
Electabuzz;['Electric'];['Static'];NU;65;83;57;95;85;105;['Electivire']
Electivire;['Electric'];['Motor Drive'];OU;75;123;67;95;85;95;[]
Electrike;['Electric'];['Lightning Rod', 'Static'];LC;40;45;40;65;40;65;['Manectric']
Electrode;['Electric'];['Soundproof', 'Static'];NU;60;50;70;80;80;140;[]
Elekid;['Electric'];['Static'];LC;45;63;37;65;55;95;['Electabuzz']
Empoleon;['Water', 'Steel'];['Torrent'];OU;84;86;88;111;101;60;[]
Entei;['Fire'];['Pressure'];NUBL;115;115;85;90;75;100;[]
Espeon;['Psychic'];['Synchronize'];NUBL;65;65;60;130;95;110;[]
Exeggcute;['Grass', 'Psychic'];['Chlorophyll'];LC;60;40;80;60;45;40;['Exeggutor']
Exeggutor;['Grass', 'Psychic'];['Chlorophyll'];UU;95;95;85;125;65;55;[]
Exploud;['Normal'];['Soundproof'];NU;104;91;63;91;63;68;[]
Farfetch'd;['Normal', 'Flying'];['Inner Focus', 'Keen Eye'];NU;52;65;55;58;62;60;[]
Fearow;['Normal', 'Flying'];['Keen Eye'];NU;65;90;65;61;61;100;[]
Feebas;['Water'];['Swift Swim'];LC;20;15;20;10;55;80;['Milotic']
Feraligatr;['Water'];['Torrent'];UU;85;105;100;79;83;78;[]
Finneon;['Water'];['Storm Drain', 'Swift Swim'];LC;49;49;56;49;61;66;['Lumineon']
Flaaffy;['Electric'];['Static'];;70;55;55;80;60;45;['Ampharos']
Flareon;['Fire'];['Flash Fire'];NU;65;130;60;95;110;65;[]
Floatzel;['Water'];['Swift Swim'];NU;85;105;55;85;50;115;[]
Flygon;['Ground', 'Dragon'];['Levitate'];OU;80;100;80;80;80;100;[]
Forretress;['Bug', 'Steel'];['Sturdy'];OU;75;90;140;60;60;40;[]
Froslass;['Ice', 'Ghost'];['Snow Cloak'];UUBL;70;80;70;80;70;110;[]
Furret;['Normal'];['Keen Eye', 'Run Away'];NU;85;76;64;45;55;90;[]
Gabite;['Dragon', 'Ground'];['Sand Veil'];NU;68;90;65;50;55;82;['Garchomp']
Gallade;['Psychic', 'Fighting'];['Steadfast'];UUBL;68;125;65;65;115;80;[]
Garchomp;['Dragon', 'Ground'];['Sand Veil'];Uber;108;130;95;80;85;102;[]
Gardevoir;['Psychic'];['Synchronize', 'Trace'];NU;68;65;65;125;115;80;[]
Gastly;['Ghost', 'Poison'];['Levitate'];LC;30;35;30;100;35;80;['Haunter']
Gastrodon;['Water', 'Ground'];['Sticky Hold', 'Storm Drain'];NU;111;83;68;92;82;39;[]
Gengar;['Ghost', 'Poison'];['Levitate'];OU;60;65;60;130;75;110;[]
Geodude;['Rock', 'Ground'];['Rock Head', 'Sturdy'];LC;40;80;100;30;30;20;['Graveler']
Gible;['Dragon', 'Ground'];['Sand Veil'];LC;58;70;45;40;45;42;['Gabite']
Girafarig;['Normal', 'Psychic'];['Early Bird', 'Inner Focus'];NU;70;80;65;90;65;85;[]
Giratina;['Ghost', 'Dragon'];['Pressure'];Uber;150;100;120;100;120;90;['Giratina-Origin']
Giratina-Origin;['Ghost', 'Dragon'];['Levitate'];Uber;150;120;100;120;100;90;[]
Glaceon;['Ice'];['Snow Cloak'];NU;65;60;110;130;95;65;[]
Glalie;['Ice'];['Ice Body', 'Inner Focus'];NU;80;80;80;80;80;80;[]
Glameow;['Normal'];['Keen Eye', 'Limber', 'Own Tempo'];LC;49;55;42;42;37;85;['Purugly']
Gligar;['Ground', 'Flying'];['Hyper Cutter', 'Sand Veil'];NU;65;75;105;35;65;85;['Gliscor']
Gliscor;['Ground', 'Flying'];['Hyper Cutter', 'Sand Veil'];OU;75;95;125;45;75;95;[]
Gloom;['Grass', 'Poison'];['Chlorophyll'];;60;65;70;85;75;40;['Bellossom', 'Vileplume']
Golbat;['Poison', 'Flying'];['Inner Focus'];NU;75;80;70;65;75;90;['Crobat']
Goldeen;['Water'];['Swift Swim', 'Water Veil'];LC;45;67;60;35;50;63;['Seaking']
Golduck;['Water'];['Cloud Nine', 'Damp'];NU;80;82;78;95;80;85;[]
Golem;['Rock', 'Ground'];['Rock Head', 'Sturdy'];NU;80;110;130;55;65;45;[]
Gorebyss;['Water'];['Swift Swim'];NU;55;84;105;114;75;52;[]
Granbull;['Normal'];['Intimidate', 'Quick Feet'];NU;90;120;75;60;60;45;[]
Graveler;['Rock', 'Ground'];['Rock Head', 'Sturdy'];;55;95;115;45;45;35;['Golem']
Grimer;['Poison'];['Stench', 'Sticky Hold'];LC;80;80;50;40;50;25;['Muk']
Grotle;['Grass'];['Overgrow'];;75;89;85;55;65;36;['Torterra']
Groudon;['Ground'];['Drought'];Uber;100;150;140;100;90;90;[]
Grovyle;['Grass'];['Overgrow'];;50;65;45;85;65;95;['Sceptile']
Growlithe;['Fire'];['Flash Fire', 'Intimidate'];LC;55;70;45;70;50;60;['Arcanine']
Grumpig;['Psychic'];['Own Tempo', 'Thick Fat'];NU;80;45;65;90;110;80;[]
Gulpin;['Poison'];['Liquid Ooze', 'Sticky Hold'];LC;70;43;53;43;53;40;['Swalot']
Gyarados;['Water', 'Flying'];['Intimidate'];OU;95;125;79;60;100;81;[]
Happiny;['Normal'];['Natural Cure', 'Serene Grace'];LC;100;5;5;15;65;30;['Chansey']
Hariyama;['Fighting'];['Guts', 'Thick Fat'];UU;144;120;60;40;60;50;[]
Haunter;['Ghost', 'Poison'];['Levitate'];NU;45;50;45;115;55;95;['Gengar']
Heatran;['Fire', 'Steel'];['Flash Fire'];OU;91;90;106;130;106;77;[]
Heracross;['Bug', 'Fighting'];['Guts', 'Swarm'];UUBL;80;125;75;40;95;85;[]
Hippopotas;['Ground'];['Sand Stream'];NUBL;68;72;78;38;42;32;['Hippowdon']
Hippowdon;['Ground'];['Sand Stream'];OU;108;112;118;68;72;47;[]
Hitmonchan;['Fighting'];['Iron Fist', 'Keen Eye'];NU;50;105;79;35;110;76;[]
Hitmonlee;['Fighting'];['Limber', 'Reckless'];UU;50;120;53;35;110;87;[]
Hitmontop;['Fighting'];['Intimidate', 'Technician'];UU;50;95;95;35;110;70;[]
Ho-Oh;['Fire', 'Flying'];['Pressure'];Uber;106;130;90;110;154;90;[]
Honchkrow;['Dark', 'Flying'];['Insomnia', 'Super Luck'];UUBL;100;125;52;105;52;71;[]
Hoothoot;['Normal', 'Flying'];['Insomnia', 'Keen Eye'];LC;60;30;30;36;56;50;['Noctowl']
Hoppip;['Grass', 'Flying'];['Chlorophyll', 'Leaf Guard'];LC;35;35;40;35;55;50;['Skiploom']
Horsea;['Water'];['Sniper', 'Swift Swim'];LC;30;40;70;70;25;60;['Seadra']
Houndoom;['Dark', 'Fire'];['Early Bird', 'Flash Fire'];UU;75;90;50;110;80;95;[]
Houndour;['Dark', 'Fire'];['Early Bird', 'Flash Fire'];LC;45;60;30;80;50;65;['Houndoom']
Huntail;['Water'];['Swift Swim'];NU;55;104;105;94;75;52;[]
Hypno;['Psychic'];['Forewarn', 'Insomnia'];NU;85;73;70;73;115;67;[]
Igglybuff;['Normal'];['Cute Charm'];LC;90;30;15;40;20;15;['Jigglypuff']
Illumise;['Bug'];['Oblivious', 'Tinted Lens'];NU;65;47;55;73;75;85;[]
Infernape;['Fire', 'Fighting'];['Blaze'];OU;76;104;71;104;71;108;[]
Ivysaur;['Grass', 'Poison'];['Overgrow'];;60;62;63;80;80;60;['Venusaur']
Jigglypuff;['Normal'];['Cute Charm'];;115;45;20;45;25;20;['Wigglytuff']
Jirachi;['Steel', 'Psychic'];['Serene Grace'];OU;100;100;100;100;100;100;[]
Jolteon;['Electric'];['Volt Absorb'];OU;65;65;60;110;95;130;[]
Jumpluff;['Grass', 'Flying'];['Chlorophyll', 'Leaf Guard'];NU;75;55;70;55;85;110;[]
Jynx;['Ice', 'Psychic'];['Forewarn', 'Oblivious'];NU;65;50;35;115;95;95;[]
Kabuto;['Rock', 'Water'];['Battle Armor', 'Swift Swim'];LC;30;80;90;55;45;55;['Kabutops']
Kabutops;['Rock', 'Water'];['Battle Armor', 'Swift Swim'];UU;60;115;105;65;70;80;[]
Kadabra;['Psychic'];['Inner Focus', 'Synchronize'];NU;40;35;30;120;70;105;['Alakazam']
Kakuna;['Bug', 'Poison'];['Shed Skin'];;45;25;50;25;25;35;['Beedrill']
Kangaskhan;['Normal'];['Early Bird', 'Scrappy'];UU;105;95;80;40;80;90;[]
Kecleon;['Normal'];['Color Change'];NU;60;90;70;60;120;40;[]
Kingdra;['Water', 'Dragon'];['Sniper', 'Swift Swim'];OU;75;95;95;95;95;85;[]
Kingler;['Water'];['Hyper Cutter', 'Shell Armor'];NU;55;130;115;50;50;75;[]
Kirlia;['Psychic'];['Synchronize', 'Trace'];;38;35;35;65;55;50;['Gallade', 'Gardevoir']
Koffing;['Poison'];['Levitate'];LC;40;65;95;60;45;35;['Weezing']
Krabby;['Water'];['Hyper Cutter', 'Shell Armor'];LC;30;105;90;25;25;50;['Kingler']
Kricketot;['Bug'];['Shed Skin'];LC;37;25;41;25;41;25;['Kricketune']
Kricketune;['Bug'];['Swarm'];NU;77;85;51;55;51;65;[]
Kyogre;['Water'];['Drizzle'];Uber;100;100;90;150;140;90;[]
Lairon;['Steel', 'Rock'];['Rock Head', 'Sturdy'];;60;90;140;50;50;40;['Aggron']
Lanturn;['Water', 'Electric'];['Illuminate', 'Volt Absorb'];UU;125;58;58;76;76;67;[]
Lapras;['Water', 'Ice'];['Shell Armor', 'Water Absorb'];NU;130;85;80;85;95;60;[]
Larvitar;['Rock', 'Ground'];['Guts'];LC;50;64;50;45;50;41;['Pupitar']
Latias;['Dragon', 'Psychic'];['Levitate'];OU;80;80;90;110;130;110;[]
Latios;['Dragon', 'Psychic'];['Levitate'];Uber;80;90;80;130;110;110;[]
Leafeon;['Grass'];['Leaf Guard'];UU;65;110;130;60;65;95;[]
Ledian;['Bug', 'Flying'];['Early Bird', 'Swarm'];NU;55;35;50;55;110;85;[]
Ledyba;['Bug', 'Flying'];['Early Bird', 'Swarm'];LC;40;20;30;40;80;55;['Ledian']
Lickilicky;['Normal'];['Oblivious', 'Own Tempo'];NU;110;85;95;80;95;50;[]
Lickitung;['Normal'];['Oblivious', 'Own Tempo'];LC;90;55;75;60;75;30;['Lickilicky']
Lileep;['Rock', 'Grass'];['Suction Cups'];LC;66;41;77;61;87;23;['Cradily']
Linoone;['Normal'];['Gluttony', 'Pickup'];NU;78;70;61;50;61;100;[]
Lombre;['Water', 'Grass'];['Rain Dish', 'Swift Swim'];;60;50;50;60;70;50;['Ludicolo']
Lopunny;['Normal'];['Cute Charm', 'Klutz'];NU;65;76;84;54;96;105;[]
Lotad;['Water', 'Grass'];['Rain Dish', 'Swift Swim'];LC;40;30;30;40;50;30;['Lombre']
Loudred;['Normal'];['Soundproof'];;84;71;43;71;43;48;['Exploud']
Lucario;['Fighting', 'Steel'];['Inner Focus', 'Steadfast'];OU;70;110;70;115;70;90;[]
Ludicolo;['Water', 'Grass'];['Rain Dish', 'Swift Swim'];UU;80;70;70;90;100;70;[]
Lugia;['Psychic', 'Flying'];['Pressure'];Uber;106;90;130;90;154;110;[]
Lumineon;['Water'];['Storm Drain', 'Swift Swim'];NU;69;69;76;69;86;91;[]
Lunatone;['Rock', 'Psychic'];['Levitate'];NU;70;55;65;95;85;70;[]
Luvdisc;['Water'];['Swift Swim'];NU;43;30;55;40;65;97;[]
Luxio;['Electric'];['Intimidate', 'Rivalry'];;60;85;49;60;49;60;['Luxray']
Luxray;['Electric'];['Intimidate', 'Rivalry'];NU;80;120;79;95;79;70;[]
Machamp;['Fighting'];['Guts', 'No Guard'];OU;90;130;80;65;85;55;[]
Machoke;['Fighting'];['Guts', 'No Guard'];NU;80;100;70;50;60;45;['Machamp']
Machop;['Fighting'];['Guts', 'No Guard'];LC;70;80;50;35;35;35;['Machoke']
Magby;['Fire'];['Flame Body'];LC;45;75;37;70;55;83;['Magmar']
Magcargo;['Fire', 'Rock'];['Flame Body', 'Magma Armor'];NU;50;50;120;80;80;30;[]
Magikarp;['Water'];['Swift Swim'];LC;20;10;55;15;20;80;['Gyarados']
Magmar;['Fire'];['Flame Body'];;65;95;57;100;85;93;['Magmortar']
Magmortar;['Fire'];['Flame Body'];NU;75;95;67;125;95;83;[]
Magnemite;['Electric', 'Steel'];['Magnet Pull', 'Sturdy'];LC;25;35;70;95;55;45;['Magneton']
Magneton;['Electric', 'Steel'];['Magnet Pull', 'Sturdy'];NU;50;60;95;120;70;70;['Magnezone']
Magnezone;['Electric', 'Steel'];['Magnet Pull', 'Sturdy'];OU;70;70;115;130;90;60;[]
Makuhita;['Fighting'];['Guts', 'Thick Fat'];LC;72;60;30;20;30;25;['Hariyama']
Mamoswine;['Ice', 'Ground'];['Oblivious', 'Snow Cloak'];OU;110;130;80;70;60;80;[]
Manaphy;['Water'];['Hydration'];Uber;100;100;100;100;100;100;[]
Manectric;['Electric'];['Lightning Rod', 'Static'];NU;70;75;60;105;60;105;[]
Mankey;['Fighting'];['Anger Point', 'Vital Spirit'];LC;40;80;35;35;45;70;['Primeape']
Mantine;['Water', 'Flying'];['Swift Swim', 'Water Absorb'];NU;65;40;70;80;140;70;[]
Mantyke;['Water', 'Flying'];['Swift Swim', 'Water Absorb'];LC;45;20;50;60;120;50;['Mantine']
Mareep;['Electric'];['Static'];LC;55;40;40;65;45;35;['Flaaffy']
Marill;['Water'];['Huge Power', 'Thick Fat'];;70;20;50;20;50;40;['Azumarill']
Marowak;['Ground'];['Lightning Rod', 'Rock Head'];NU;60;80;110;50;80;45;[]
Marshtomp;['Water', 'Ground'];['Torrent'];;70;85;70;60;70;50;['Swampert']
Masquerain;['Bug', 'Flying'];['Intimidate'];NU;70;60;62;80;82;60;[]
Mawile;['Steel'];['Hyper Cutter', 'Intimidate'];NU;50;85;85;55;55;50;[]
Medicham;['Fighting', 'Psychic'];['Pure Power'];NU;60;60;75;60;75;80;[]
Meditite;['Fighting', 'Psychic'];['Pure Power'];;30;40;55;40;55;60;['Medicham']
Meganium;['Grass'];['Overgrow'];NU;80;82;100;83;100;80;[]
Meowth;['Normal'];['Pickup', 'Technician'];LC;40;45;35;40;40;90;['Persian']
Mesprit;['Psychic'];['Levitate'];UU;80;105;105;105;105;80;[]
Metagross;['Steel', 'Psychic'];['Clear Body'];OU;80;135;130;95;90;70;[]
Metang;['Steel', 'Psychic'];['Clear Body'];NU;60;75;100;55;80;50;['Metagross']
Metapod;['Bug'];['Shed Skin'];;50;20;55;25;25;30;['Butterfree']
Mew;['Psychic'];['Synchronize'];Uber;100;100;100;100;100;100;[]
Mewtwo;['Psychic'];['Pressure'];Uber;106;110;90;154;90;130;[]
Mightyena;['Dark'];['Intimidate', 'Quick Feet'];NU;70;90;70;60;60;70;[]
Milotic;['Water'];['Marvel Scale'];UU;95;60;79;100;125;81;[]
Miltank;['Normal'];['Scrappy', 'Thick Fat'];UU;95;80;105;40;70;100;[]
Mime Jr.;['Psychic'];['Filter', 'Soundproof'];LC;20;25;45;70;90;60;['Mr. Mime']
Minun;['Electric'];['Minus'];NU;60;40;50;75;85;95;[]
Misdreavus;['Ghost'];['Levitate'];NU;60;60;60;85;85;85;['Mismagius']
Mismagius;['Ghost'];['Levitate'];UU;60;60;60;105;105;105;[]
Moltres;['Fire', 'Flying'];['Pressure'];UU;90;100;90;125;85;90;[]
Monferno;['Fire', 'Fighting'];['Blaze'];NU;64;78;52;78;52;81;['Infernape']
Mothim;['Bug', 'Flying'];['Swarm'];NU;70;94;50;94;50;66;[]
Mr. Mime;['Psychic'];['Filter', 'Soundproof'];NU;40;45;65;100;120;90;[]
Mudkip;['Water'];['Torrent'];LC;50;70;50;50;50;40;['Marshtomp']
Muk;['Poison'];['Stench', 'Sticky Hold'];NU;105;105;75;65;100;50;[]
Munchlax;['Normal'];['Pickup', 'Thick Fat'];LC;135;85;40;40;85;5;['Snorlax']
Murkrow;['Dark', 'Flying'];['Insomnia', 'Super Luck'];NU;60;85;42;85;42;91;['Honchkrow']
Natu;['Psychic', 'Flying'];['Early Bird', 'Synchronize'];LC;40;50;45;70;45;70;['Xatu']
Nidoking;['Poison', 'Ground'];['Poison Point', 'Rivalry'];UU;81;92;77;85;75;85;[]
Nidoqueen;['Poison', 'Ground'];['Poison Point', 'Rivalry'];NU;90;82;87;75;85;76;[]
Nidoran-F;['Poison'];['Poison Point', 'Rivalry'];LC;55;47;52;40;40;41;['Nidorina']
Nidoran-M;['Poison'];['Poison Point', 'Rivalry'];LC;46;57;40;40;40;50;['Nidorino']
Nidorina;['Poison'];['Poison Point', 'Rivalry'];;70;62;67;55;55;56;['Nidoqueen']
Nidorino;['Poison'];['Poison Point', 'Rivalry'];;61;72;57;55;55;65;['Nidoking']
