Name;Types;Abilities;Tier;HP;Attack;Defense;Special Attack;Special Defense;Speed;Next Evolution(s)
Geodude;['Rock', 'Ground'];[];LC;40;80;100;30;30;20;['Graveler']
Gloom;['Grass', 'Poison'];[];;60;65;70;85;85;40;['Vileplume']
Golbat;['Poison', 'Flying'];[];UU;75;80;70;75;75;90;[]
Goldeen;['Water'];[];LC;45;67;60;50;50;63;['Seaking']
Golduck;['Water'];[];UU;80;82;78;80;80;85;[]
Golem;['Rock', 'Ground'];[];OU;80;110;130;55;55;45;[]
Graveler;['Rock', 'Ground'];[];UU;55;95;115;45;45;35;['Golem']
Grimer;['Poison'];[];LC;80;80;50;40;40;25;['Muk']
Growlithe;['Fire'];[];LC;55;70;45;50;50;60;['Arcanine']
Gyarados;['Water', 'Flying'];[];UU;95;125;79;100;100;81;[]
Haunter;['Ghost', 'Poison'];[];UU;45;50;45;115;115;95;['Gengar']
Hitmonchan;['Fighting'];[];UU;50;105;79;35;35;76;[]
Hitmonlee;['Fighting'];[];UU;50;120;53;35;35;87;[]
Horsea;['Water'];[];LC;30;40;70;70;70;60;['Seadra']
Hypno;['Psychic'];[];UU;85;73;70;115;115;67;[]
Ivysaur;['Grass', 'Poison'];[];;60;62;63;80;80;60;['Venusaur']
Jigglypuff;['Normal'];[];LC;115;45;20;25;25;20;['Wigglytuff']
Jolteon;['Electric'];[];OU;65;65;60;110;110;130;[]
Jynx;['Ice', 'Psychic'];[];OU;65;50;35;95;95;95;[]
Kabuto;['Rock', 'Water'];[];LC;30;80;90;45;45;55;['Kabutops']
Kabutops;['Rock', 'Water'];[];UU;60;115;105;70;70;80;[]
Kadabra;['Psychic'];[];UU;40;35;30;120;120;105;['Alakazam']
Kakuna;['Bug', 'Poison'];[];;45;25;50;25;25;35;['Beedrill']
Kangaskhan;['Normal'];[];UU;105;95;80;40;40;90;[]
Kingler;['Water'];[];UU;55;130;115;50;50;75;[]
Koffing;['Poison'];[];LC;40;65;95;60;60;35;['Weezing']
Krabby;['Water'];[];LC;30;105;90;25;25;50;['Kingler']
Lapras;['Water', 'Ice'];[];OU;130;85;80;95;95;60;[]
Lickitung;['Normal'];[];UU;90;55;75;60;60;30;[]
Machamp;['Fighting'];[];UU;90;130;80;65;65;55;[]
Machoke;['Fighting'];[];;80;100;70;50;50;45;['Machamp']
Machop;['Fighting'];[];LC;70;80;50;35;35;35;['Machoke']
Magikarp;['Water'];[];LC;20;10;55;20;20;80;['Gyarados']
Magmar;['Fire'];[];UU;65;95;57;85;85;93;[]
Magnemite;['Electric'];[];LC;25;35;70;95;95;45;['Magneton']
Magneton;['Electric'];[];UU;50;60;95;120;120;70;[]
Mankey;['Fighting'];[];LC;40;80;35;35;35;70;['Primeape']
Marowak;['Ground'];[];UU;60;80;110;50;50;45;[]
Meowth;['Normal'];[];LC;40;45;35;40;40;90;['Persian']
Metapod;['Bug'];[];;50;20;55;25;25;30;['Butterfree']
Mew;['Psychic'];[];Uber;100;100;100;100;100;100;[]
Mewtwo;['Psychic'];[];Uber;106;110;90;154;154;130;[]
Moltres;['Fire', 'Flying'];[];UU;90;100;90;125;125;90;[]
Mr. Mime;['Psychic'];[];UU;40;45;65;100;100;90;[]
Muk;['Poison'];[];UU;105;105;75;65;65;50;[]
Nidoking;['Poison', 'Ground'];[];UU;81;92;77;75;75;85;[]
Nidoqueen;['Poison', 'Ground'];[];UU;90;82;87;75;75;76;[]
Nidoran-F;['Poison'];[];LC;55;47;52;40;40;41;['Nidorina']
Nidoran-M;['Poison'];[];LC;46;57;40;40;40;50;['Nidorino']
Nidorina;['Poison'];[];;70;62;67;55;55;56;['Nidoqueen']
Nidorino;['Poison'];[];;61;72;57;55;55;65;['Nidoking']
Ninetales;['Fire'];[];UU;73;76;75;100;100;100;[]
Oddish;['Grass', 'Poison'];[];LC;45;50;55;75;75;30;['Gloom']
Omanyte;['Rock', 'Water'];[];LC;35;40;100;90;90;35;['Omastar']
Omastar;['Rock', 'Water'];[];UU;70;60;125;115;115;55;[]
Onix;['Rock', 'Ground'];[];UU;35;45;160;30;30;70;[]
Paras;['Bug', 'Grass'];[];LC;35;70;55;55;55;25;['Parasect']
Parasect;['Bug', 'Grass'];[];UU;60;95;80;80;80;30;[]
Persian;['Normal'];[];UU;65;70;60;65;65;115;[]
Pidgeot;['Normal', 'Flying'];[];UU;83;80;75;70;70;91;[]
Pidgeotto;['Normal', 'Flying'];[];;63;60;55;50;50;71;['Pidgeot']
Pidgey;['Normal', 'Flying'];[];LC;40;45;40;35;35;56;['Pidgeotto']
Pikachu;['Electric'];[];LC;35;55;30;50;50;90;['Raichu']
Pinsir;['Bug'];[];UU;65;125;100;55;55;85;[]
Poliwag;['Water'];[];LC;40;50;40;40;40;90;['Poliwhirl']
Poliwhirl;['Water'];[];;65;65;65;50;50;90;['Poliwrath']
Poliwrath;['Water', 'Fighting'];[];UU;90;85;95;70;70;70;[]
Ponyta;['Fire'];[];LC;50;85;55;65;65;90;['Rapidash']
Porygon;['Normal'];[];UU;65;60;70;75;75;40;[]
Primeape;['Fighting'];[];UU;65;105;60;60;60;95;[]
Psyduck;['Water'];[];LC;50;52;48;50;50;55;['Golduck']
Raichu;['Electric'];[];UU;60;90;55;90;90;100;[]
Rapidash;['Fire'];[];UU;65;100;70;80;80;105;[]
Raticate;['Normal'];[];UU;55;81;60;50;50;97;[]
Rattata;['Normal'];[];LC;30;56;35;25;25;72;['Raticate']
Rhydon;['Ground', 'Rock'];[];OU;105;130;120;45;45;40;[]
Rhyhorn;['Ground', 'Rock'];[];LC;80;85;95;30;30;25;['Rhydon']
Sandshrew;['Ground'];[];LC;50;75;85;30;30;40;['Sandslash']
Sandslash;['Ground'];[];UU;75;100;110;55;55;65;[]
Scyther;['Bug', 'Flying'];[];UU;70;110;80;55;55;105;[]
Seadra;['Water'];[];UU;55;65;95;95;95;85;[]
Seaking;['Water'];[];UU;80;92;65;80;80;68;[]
Seel;['Water'];[];LC;65;45;55;70;70;45;['Dewgong']
Shellder;['Water'];[];LC;30;65;100;45;45;40;['Cloyster']
Slowbro;['Water', 'Psychic'];[];OU;95;75;110;80;80;30;[]
Slowpoke;['Water', 'Psychic'];[];LC;90;65;65;40;40;15;['Slowbro']
Snorlax;['Normal'];[];OU;160;110;65;65;65;30;[]
Spearow;['Normal', 'Flying'];[];LC;40;60;30;31;31;70;['Fearow']
Squirtle;['Water'];[];LC;44;48;65;50;50;43;['Wartortle']
Starmie;['Water', 'Psychic'];[];OU;60;75;85;100;100;115;[]
Staryu;['Water'];[];LC;30;45;55;70;70;85;['Starmie']
Tangela;['Grass'];[];UU;65;55;115;100;100;60;[]
Tauros;['Normal'];[];OU;75;100;95;70;70;110;[]
Tentacool;['Water', 'Poison'];[];LC;40;40;35;100;100;70;['Tentacruel']
Tentacruel;['Water', 'Poison'];[];UU;80;70;65;120;120;100;[]
Vaporeon;['Water'];[];UU;130;65;60;110;110;65;[]
Venomoth;['Bug', 'Poison'];[];UU;70;65;60;90;90;90;[]
Venonat;['Bug', 'Poison'];[];LC;60;55;50;40;40;45;['Venomoth']
Venusaur;['Grass', 'Poison'];[];UU;80;82;83;100;100;80;[]
Victreebel;['Grass', 'Poison'];[];UU;80;105;65;100;100;70;[]
Vileplume;['Grass', 'Poison'];[];UU;75;80;85;100;100;50;[]
Voltorb;['Electric'];[];LC;40;30;50;55;55;100;['Electrode']
Vulpix;['Fire'];[];LC;38;41;40;65;65;65;['Ninetales']
Wartortle;['Water'];[];;59;63;80;65;65;58;['Blastoise']
Weedle;['Bug', 'Poison'];[];LC;40;35;30;20;20;50;['Kakuna']
Weepinbell;['Grass', 'Poison'];[];;65;90;50;85;85;55;['Victreebel']
Weezing;['Poison'];[];UU;65;90;120;85;85;60;[]
Wigglytuff;['Normal'];[];UU;140;70;45;50;50;45;[]
Zapdos;['Electric', 'Flying'];[];OU;90;90;85;125;125;100;[]
Zubat;['Poison', 'Flying'];[];LC;40;45;35;40;40;55;['Golbat']
