Name;Types;Abilities;Tier;HP;Attack;Defense;Special Attack;Special Defense;Speed;Next Evolution(s)
Dodrio;['Normal', 'Flying'];['Early Bird', 'Run Away'];UUBL;60;110;70;60;60;100;[]
Doduo;['Normal', 'Flying'];['Early Bird', 'Run Away'];LC;35;85;45;35;35;75;['Dodrio']
Donphan;['Ground'];['Sturdy'];UUBL;90;120;120;60;60;50;[]
Dragonair;['Dragon'];['Shed Skin'];NU;61;84;65;70;70;70;['Dragonite']
Dragonite;['Dragon', 'Flying'];['Inner Focus'];UUBL;91;134;95;100;100;80;[]
Dratini;['Dragon'];['Shed Skin'];LC;41;64;45;50;50;50;['Dragonair']
Drowzee;['Psychic'];['Insomnia'];NU;60;48;45;43;90;42;['Hypno']
Dugtrio;['Ground'];['Arena Trap', 'Sand Veil'];OU;35;80;50;50;70;120;[]
Dunsparce;['Normal'];['Run Away', 'Serene Grace'];NU;100;70;70;65;65;45;[]
Dusclops;['Ghost'];['Pressure'];UUBL;40;70;130;60;130;25;[]
Duskull;['Ghost'];['Levitate'];NU;20;40;90;30;90;25;['Dusclops']
Dustox;['Bug', 'Poison'];['Shield Dust'];NU;60;50;70;50;90;65;[]
Eevee;['Normal'];['Run Away'];LC;55;55;50;45;65;55;['Espeon', 'Flareon', 'Jolteon', 'Umbreon', 'Vaporeon']
Ekans;['Poison'];['Intimidate', 'Shed Skin'];LC;35;60;44;40;54;55;['Arbok']
Electabuzz;['Electric'];['Static'];UU;65;83;57;95;85;105;[]
Electrike;['Electric'];['Lightning Rod', 'Static'];LC;40;45;40;65;40;65;['Manectric']
Electrode;['Electric'];['Soundproof', 'Static'];UU;60;50;70;80;80;140;[]
Elekid;['Electric'];['Static'];LC;45;63;37;65;55;95;['Electabuzz']
Entei;['Fire'];['Pressure'];UUBL;115;115;85;90;75;100;[]
Espeon;['Psychic'];['Synchronize'];UUBL;65;65;60;130;95;110;[]
Exeggcute;['Grass', 'Psychic'];['Chlorophyll'];LC;60;40;80;60;45;40;['Exeggutor']
Exeggutor;['Grass', 'Psychic'];['Chlorophyll'];UUBL;95;95;85;125;65;55;[]
Exploud;['Normal'];['Soundproof'];UU;104;91;63;91;63;68;[]
Farfetch'd;['Normal', 'Flying'];['Inner Focus', 'Keen Eye'];NU;52;65;55;58;62;60;[]
Fearow;['Normal', 'Flying'];['Keen Eye'];UU;65;90;65;61;61;100;[]
Feebas;['Water'];['Swift Swim'];LC;20;15;20;10;55;80;['Milotic']
Feraligatr;['Water'];['Torrent'];UU;85;105;100;79;83;78;[]
Flaaffy;['Electric'];['Static'];;70;55;55;80;60;45;['Ampharos']
Flareon;['Fire'];['Flash Fire'];NU;65;130;60;95;110;65;[]
Flygon;['Ground', 'Dragon'];['Levitate'];OU;80;100;80;80;80;100;[]
Forretress;['Bug', 'Steel'];['Sturdy'];OU;75;90;140;60;60;40;[]
Furret;['Normal'];['Keen Eye', 'Run Away'];NU;85;76;64;45;55;90;[]
Gardevoir;['Psychic'];['Synchronize', 'Trace'];UUBL;68;65;65;125;115;80;[]
Gastly;['Ghost', 'Poison'];['Levitate'];LC;30;35;30;100;35;80;['Haunter']
Gengar;['Ghost', 'Poison'];['Levitate'];OU;60;65;60;130;75;110;[]
Geodude;['Rock', 'Ground'];['Rock Head', 'Sturdy'];LC;40;80;100;30;30;20;['Graveler']
Girafarig;['Normal', 'Psychic'];['Early Bird', 'Inner Focus'];UU;70;80;65;90;65;85;[]
Glalie;['Ice'];['Inner Focus'];NU;80;80;80;80;80;80;[]
Gligar;['Ground', 'Flying'];['Hyper Cutter', 'Sand Veil'];UU;65;75;105;35;65;85;[]
Gloom;['Grass', 'Poison'];['Chlorophyll'];;60;65;70;85;75;40;['Bellossom', 'Vileplume']
Golbat;['Poison', 'Flying'];['Inner Focus'];NU;75;80;70;65;75;90;['Crobat']
Goldeen;['Water'];['Swift Swim', 'Water Veil'];LC;45;67;60;35;50;63;['Seaking']
Golduck;['Water'];['Cloud Nine', 'Damp'];UU;80;82;78;95;80;85;[]
Golem;['Rock', 'Ground'];['Rock Head', 'Sturdy'];UU;80;110;130;55;65;45;[]
Gorebyss;['Water'];['Swift Swim'];UU;55;84;105;114;75;52;[]
Granbull;['Normal'];['Intimidate'];UU;90;120;75;60;60;45;[]
Graveler;['Rock', 'Ground'];['Rock Head', 'Sturdy'];NU;55;95;115;45;45;35;['Golem']
Grimer;['Poison'];['Stench', 'Sticky Hold'];LC;80;80;50;40;50;25;['Muk']
Groudon;['Ground'];['Drought'];Uber;100;150;140;100;90;90;[]
Grovyle;['Grass'];['Overgrow'];NU;50;65;45;85;65;95;['Sceptile']
Growlithe;['Fire'];['Flash Fire', 'Intimidate'];LC;55;70;45;70;50;60;['Arcanine']
Grumpig;['Psychic'];['Own Tempo', 'Thick Fat'];UU;80;45;65;90;110;80;[]
Gulpin;['Poison'];['Liquid Ooze', 'Sticky Hold'];LC;70;43;53;43;53;40;['Swalot']
Gyarados;['Water', 'Flying'];['Intimidate'];OU;95;125;79;60;100;81;[]
Hariyama;['Fighting'];['Guts', 'Thick Fat'];UUBL;144;120;60;40;60;50;[]
Haunter;['Ghost', 'Poison'];['Levitate'];NU;45;50;45;115;55;95;['Gengar']
Heracross;['Bug', 'Fighting'];['Guts', 'Swarm'];OU;80;125;75;40;95;85;[]
Hitmonchan;['Fighting'];['Keen Eye'];NU;50;105;79;35;110;76;[]
Hitmonlee;['Fighting'];['Limber'];UU;50;120;53;35;110;87;[]
Hitmontop;['Fighting'];['Intimidate'];UU;50;95;95;35;110;70;[]
Ho-Oh;['Fire', 'Flying'];['Pressure'];Uber;106;130;90;110;154;90;[]
Hoothoot;['Normal', 'Flying'];['Insomnia', 'Keen Eye'];LC;60;30;30;36;56;50;['Noctowl']
Hoppip;['Grass', 'Flying'];['Chlorophyll'];LC;35;35;40;35;55;50;['Skiploom']
Horsea;['Water'];['Swift Swim'];LC;30;40;70;70;25;60;['Seadra']
Houndoom;['Dark', 'Fire'];['Early Bird', 'Flash Fire'];UUBL;75;90;50;110;80;95;[]
Houndour;['Dark', 'Fire'];['Early Bird', 'Flash Fire'];NU;45;60;30;80;50;65;['Houndoom']
Huntail;['Water'];['Swift Swim'];NU;55;104;105;94;75;52;[]
Hypno;['Psychic'];['Insomnia'];UU;85;73;70;73;115;67;[]
Igglybuff;['Normal'];['Cute Charm'];LC;90;30;15;40;20;15;['Jigglypuff']
Illumise;['Bug'];['Oblivious'];NU;65;47;55;73;75;85;[]
Ivysaur;['Grass', 'Poison'];['Overgrow'];;60;62;63;80;80;60;['Venusaur']
Jigglypuff;['Normal'];['Cute Charm'];;115;45;20;45;25;20;['Wigglytuff']
Jirachi;['Steel', 'Psychic'];['Serene Grace'];OU;100;100;100;100;100;100;[]
Jolteon;['Electric'];['Volt Absorb'];OU;65;65;60;110;95;130;[]
Jumpluff;['Grass', 'Flying'];['Chlorophyll'];UUBL;75;55;70;55;85;110;[]
Jynx;['Ice', 'Psychic'];['Oblivious'];UUBL;65;50;35;115;95;95;[]
Kabuto;['Rock', 'Water'];['Battle Armor', 'Swift Swim'];LC;30;80;90;55;45;55;['Kabutops']
Kabutops;['Rock', 'Water'];['Battle Armor', 'Swift Swim'];UU;60;115;105;65;70;80;[]
Kadabra;['Psychic'];['Inner Focus', 'Synchronize'];UUBL;40;35;30;120;70;105;['Alakazam']
Kakuna;['Bug', 'Poison'];['Shed Skin'];;45;25;50;25;25;35;['Beedrill']
Kangaskhan;['Normal'];['Early Bird'];UU;105;95;80;40;80;90;[]
Kecleon;['Normal'];['Color Change'];NU;60;90;70;60;120;40;[]
Kingdra;['Water', 'Dragon'];['Swift Swim'];UUBL;75;95;95;95;95;85;[]
Kingler;['Water'];['Hyper Cutter', 'Shell Armor'];NU;55;130;115;50;50;75;[]
Kirlia;['Psychic'];['Synchronize', 'Trace'];;38;35;35;65;55;50;['Gardevoir']
Koffing;['Poison'];['Levitate'];NU;40;65;95;60;45;35;['Weezing']
Krabby;['Water'];['Hyper Cutter', 'Shell Armor'];LC;30;105;90;25;25;50;['Kingler']
Kyogre;['Water'];['Drizzle'];Uber;100;100;90;150;140;90;[]
Lairon;['Steel', 'Rock'];['Rock Head', 'Sturdy'];NU;60;90;140;50;50;40;['Aggron']
Lanturn;['Water', 'Electric'];['Illuminate', 'Volt Absorb'];UU;125;58;58;76;76;67;[]
Lapras;['Water', 'Ice'];['Shell Armor', 'Water Absorb'];UUBL;130;85;80;85;95;60;[]
Larvitar;['Rock', 'Ground'];['Guts'];LC;50;64;50;45;50;41;['Pupitar']
Latias;['Dragon', 'Psychic'];['Levitate'];Uber;80;80;90;110;130;110;[]
Latios;['Dragon', 'Psychic'];['Levitate'];Uber;80;90;80;130;110;110;[]
Ledian;['Bug', 'Flying'];['Early Bird', 'Swarm'];NU;55;35;50;55;110;85;[]
Ledyba;['Bug', 'Flying'];['Early Bird', 'Swarm'];LC;40;20;30;40;80;55;['Ledian']
Lickitung;['Normal'];['Oblivious', 'Own Tempo'];NU;90;55;75;60;75;30;[]
Lileep;['Rock', 'Grass'];['Suction Cups'];NU;66;41;77;61;87;23;['Cradily']
Linoone;['Normal'];['Pickup'];UU;78;70;61;50;61;100;[]
Lombre;['Water', 'Grass'];['Rain Dish', 'Swift Swim'];NU;60;50;50;60;70;50;['Ludicolo']
Lotad;['Water', 'Grass'];['Rain Dish', 'Swift Swim'];LC;40;30;30;40;50;30;['Lombre']
Loudred;['Normal'];['Soundproof'];;84;71;43;71;43;48;['Exploud']
Ludicolo;['Water', 'Grass'];['Rain Dish', 'Swift Swim'];UUBL;80;70;70;90;100;70;[]
Lugia;['Psychic', 'Flying'];['Pressure'];Uber;106;90;130;90;154;110;[]
Lunatone;['Rock', 'Psychic'];['Levitate'];UU;70;55;65;95;85;70;[]
Luvdisc;['Water'];['Swift Swim'];NU;43;30;55;40;65;97;[]
Machamp;['Fighting'];['Guts'];UUBL;90;130;80;65;85;55;[]
Machoke;['Fighting'];['Guts'];NU;80;100;70;50;60;45;['Machamp']
Machop;['Fighting'];['Guts'];LC;70;80;50;35;35;35;['Machoke']
Magby;['Fire'];['Flame Body'];NU;45;75;37;70;55;83;['Magmar']
Magcargo;['Fire', 'Rock'];['Flame Body', 'Magma Armor'];NU;50;50;120;80;80;30;[]
Magikarp;['Water'];['Swift Swim'];LC;20;10;55;15;20;80;['Gyarados']
Magmar;['Fire'];['Flame Body'];UU;65;95;57;100;85;93;[]
Magnemite;['Electric', 'Steel'];['Magnet Pull', 'Sturdy'];LC;25;35;70;95;55;45;['Magneton']
Magneton;['Electric', 'Steel'];['Magnet Pull', 'Sturdy'];OU;50;60;95;120;70;70;[]
Makuhita;['Fighting'];['Guts', 'Thick Fat'];LC;72;60;30;20;30;25;['Hariyama']
Manectric;['Electric'];['Lightning Rod', 'Static'];UU;70;75;60;105;60;105;[]
Mankey;['Fighting'];['Vital Spirit'];LC;40;80;35;35;45;70;['Primeape']
Mantine;['Water', 'Flying'];['Swift Swim', 'Water Absorb'];UU;65;40;70;80;140;70;[]
Mareep;['Electric'];['Static'];LC;55;40;40;65;45;35;['Flaaffy']
Marill;['Water'];['Huge Power', 'Thick Fat'];;70;20;50;20;50;40;['Azumarill']
Marowak;['Ground'];['Lightning Rod', 'Rock Head'];UUBL;60;80;110;50;80;45;[]
Marshtomp;['Water', 'Ground'];['Torrent'];;70;85;70;60;70;50;['Swampert']
Masquerain;['Bug', 'Flying'];['Intimidate'];NU;70;60;62;80;82;60;[]
Mawile;['Steel'];['Hyper Cutter', 'Intimidate'];NU;50;85;85;55;55;50;[]
Medicham;['Fighting', 'Psychic'];['Pure Power'];UUBL;60;60;75;60;75;80;[]
Meditite;['Fighting', 'Psychic'];['Pure Power'];;30;40;55;40;55;60;['Medicham']
Meganium;['Grass'];['Overgrow'];UU;80;82;100;83;100;80;[]
Meowth;['Normal'];['Pickup'];LC;40;45;35;40;40;90;['Persian']
Metagross;['Steel', 'Psychic'];['Clear Body'];OU;80;135;130;95;90;70;[]
Metang;['Steel', 'Psychic'];['Clear Body'];NU;60;75;100;55;80;50;['Metagross']
Metapod;['Bug'];['Shed Skin'];;50;20;55;25;25;30;['Butterfree']
Mew;['Psychic'];['Synchronize'];Uber;100;100;100;100;100;100;[]
Mewtwo;['Psychic'];['Pressure'];Uber;106;110;90;154;90;130;[]
Mightyena;['Dark'];['Intimidate'];NU;70;90;70;60;60;70;[]
Milotic;['Water'];['Marvel Scale'];OU;95;60;79;100;125;81;[]
Miltank;['Normal'];['Thick Fat'];UUBL;95;80;105;40;70;100;[]
Minun;['Electric'];['Minus'];NU;60;40;50;75;85;95;[]
Misdreavus;['Ghost'];['Levitate'];UU;60;60;60;85;85;85;[]
Moltres;['Fire', 'Flying'];['Pressure'];UUBL;90;100;90;125;85;90;[]
Mr. Mime;['Psychic'];['Soundproof'];UU;40;45;65;100;120;90;[]
Mudkip;['Water'];['Torrent'];LC;50;70;50;50;50;40;['Marshtomp']
Muk;['Poison'];['Stench', 'Sticky Hold'];UU;105;105;75;65;100;50;[]
Murkrow;['Dark', 'Flying'];['Insomnia'];NU;60;85;42;85;42;91;[]
Natu;['Psychic', 'Flying'];['Early Bird', 'Synchronize'];LC;40;50;45;70;45;70;['Xatu']
Nidoking;['Poison', 'Ground'];['Poison Point'];UU;81;92;77;85;75;85;[]
Nidoqueen;['Poison', 'Ground'];['Poison Point'];UU;90;82;87;75;85;76;[]
Nidoran-F;['Poison'];['Poison Point'];LC;55;47;52;40;40;41;['Nidorina']
Nidoran-M;['Poison'];['Poison Point'];LC;46;57;40;40;40;50;['Nidorino']
Nidorina;['Poison'];['Poison Point'];;70;62;67;55;55;56;['Nidoqueen']
Nidorino;['Poison'];['Poison Point'];;61;72;57;55;55;65;['Nidoking']
Nincada;['Bug', 'Ground'];['Compound Eyes'];LC;31;45;90;30;30;40;['Ninjask', 'Shedinja']
Ninetales;['Fire'];['Flash Fire'];UU;73;76;75;81;100;100;[]
Ninjask;['Bug', 'Flying'];['Speed Boost'];UUBL;61;90;45;50;50;160;[]
Noctowl;['Normal', 'Flying'];['Insomnia', 'Keen Eye'];NU;100;50;50;76;96;70;[]
Nosepass;['Rock'];['Magnet Pull', 'Sturdy'];NU;30;45;135;45;90;30;[]
Numel;['Fire', 'Ground'];['Oblivious'];LC;60;60;40;65;45;35;['Camerupt']
Nuzleaf;['Grass', 'Dark'];['Chlorophyll', 'Early Bird'];;70;70;40;60;40;60;['Shiftry']
Octillery;['Water'];['Suction Cups'];NU;75;105;75;105;75;45;[]
Oddish;['Grass', 'Poison'];['Chlorophyll'];LC;45;50;55;75;65;30;['Gloom']
Omanyte;['Rock', 'Water'];['Shell Armor', 'Swift Swim'];NU;35;40;100;90;55;35;['Omastar']
Omastar;['Rock', 'Water'];['Shell Armor', 'Swift Swim'];UU;70;60;125;115;70;55;[]
Onix;['Rock', 'Ground'];['Rock Head', 'Sturdy'];NU;35;45;160;30;45;70;['Steelix']
Paras;['Bug', 'Grass'];['Effect Spore'];LC;35;70;55;45;55;25;['Parasect']
Parasect;['Bug', 'Grass'];['Effect Spore'];NU;60;95;80;60;80;30;[]
Pelipper;['Water', 'Flying'];['Keen Eye'];NU;60;50;100;85;70;65;[]
Persian;['Normal'];['Limber'];UU;65;70;60;65;65;115;[]
Phanpy;['Ground'];['Pickup'];LC;90;60;60;40;40;40;['Donphan']
Pichu;['Electric'];['Static'];LC;20;40;15;35;35;60;['Pikachu']
Pidgeot;['Normal', 'Flying'];['Keen Eye'];NU;83;80;75;70;70;91;[]
Pidgeotto;['Normal', 'Flying'];['Keen Eye'];;63;60;55;50;50;71;['Pidgeot']
Pidgey;['Normal', 'Flying'];['Keen Eye'];LC;40;45;40;35;35;56;['Pidgeotto']
Pikachu;['Electric'];['Static'];NU;35;55;30;50;40;90;['Raichu']
Piloswine;['Ice', 'Ground'];['Oblivious'];NU;100;100;80;60;60;50;[]
Pineco;['Bug'];['Sturdy'];NU;50;65;90;35;35;15;['Forretress']
Pinsir;['Bug'];['Hyper Cutter'];UU;65;125;100;55;70;85;[]
Plusle;['Electric'];['Plus'];NU;60;50;40;85;75;95;[]
Politoed;['Water'];['Damp', 'Water Absorb'];UU;90;75;75;90;100;70;[]
Poliwag;['Water'];['Damp', 'Water Absorb'];LC;40;50;40;40;40;90;['Poliwhirl']
Poliwhirl;['Water'];['Damp', 'Water Absorb'];NU;65;65;65;50;50;90;['Politoed', 'Poliwrath']
Poliwrath;['Water', 'Fighting'];['Damp', 'Water Absorb'];UU;90;85;95;70;90;70;[]
Ponyta;['Fire'];['Flash Fire', 'Run Away'];NU;50;85;55;65;65;90;['Rapidash']
Poochyena;['Dark'];['Run Away'];LC;35;55;35;30;30;35;['Mightyena']
Porygon;['Normal'];['Trace'];NU;65;60;70;85;75;40;['Porygon2']
Porygon2;['Normal'];['Trace'];OU;85;80;90;105;95;60;[]
Primeape;['Fighting'];['Vital Spirit'];UU;65;105;60;60;70;95;[]
Psyduck;['Water'];['Cloud Nine', 'Damp'];LC;50;52;48;65;50;55;['Golduck']
Pupitar;['Rock', 'Ground'];['Shed Skin'];NU;70;84;70;65;70;51;['Tyranitar']
Quagsire;['Water', 'Ground'];['Damp', 'Water Absorb'];UU;95;85;85;65;65;35;[]
Quilava;['Fire'];['Blaze'];NU;58;64;58;80;65;80;['Typhlosion']
Qwilfish;['Water', 'Poison'];['Poison Point', 'Swift Swim'];UU;65;95;75;55;55;85;[]
Raichu;['Electric'];['Static'];UU;60;90;55;90;80;100;[]
Raikou;['Electric'];['Pressure'];OU;90;85;75;115;100;115;[]
Ralts;['Psychic'];['Synchronize', 'Trace'];LC;28;25;25;45;35;40;['Kirlia']
Rapidash;['Fire'];['Flash Fire', 'Run Away'];UU;65;100;70;80;80;105;[]
Raticate;['Normal'];['Guts', 'Run Away'];NU;55;81;60;50;70;97;[]
Rattata;['Normal'];['Guts', 'Run Away'];LC;30;56;35;25;35;72;['Raticate']
Rayquaza;['Dragon', 'Flying'];['Air Lock'];Uber;105;150;90;150;90;95;[]
Regice;['Ice'];['Clear Body'];OU;80;50;100;100;200;50;[]
Regirock;['Rock'];['Clear Body'];UUBL;80;100;200;50;100;50;[]
Registeel;['Steel'];['Clear Body'];UUBL;80;75;150;75;150;50;[]
Relicanth;['Water', 'Rock'];['Rock Head', 'Swift Swim'];NU;100;90;130;45;65;55;[]
Remoraid;['Water'];['Hustle'];LC;35;65;35;65;35;65;['Octillery']
Rhydon;['Ground', 'Rock'];['Lightning Rod', 'Rock Head'];UUBL;105;130;120;45;45;40;[]
Rhyhorn;['Ground', 'Rock'];['Lightning Rod', 'Rock Head'];LC;80;85;95;30;30;25;['Rhydon']
Roselia;['Grass', 'Poison'];['Natural Cure', 'Poison Point'];NU;50;60;45;100;80;65;[]
Sableye;['Dark', 'Ghost'];['Keen Eye'];NU;50;75;75;65;65;50;[]
Salamence;['Dragon', 'Flying'];['Intimidate'];OU;95;135;80;110;80;100;[]
Sandshrew;['Ground'];['Sand Veil'];LC;50;75;85;20;30;40;['Sandslash']
Sandslash;['Ground'];['Sand Veil'];UU;75;100;110;45;55;65;[]
Sceptile;['Grass'];['Overgrow'];UUBL;70;85;65;105;85;120;[]
Scizor;['Bug', 'Steel'];['Swarm'];UUBL;70;130;100;55;80;65;[]
Scyther;['Bug', 'Flying'];['Swarm'];UU;70;110;80;55;80;105;['Scizor']
Seadra;['Water'];['Poison Point'];NU;55;65;95;95;45;85;['Kingdra']
Seaking;['Water'];['Swift Swim', 'Water Veil'];NU;80;92;65;65;80;68;[]
Sealeo;['Ice', 'Water'];['Thick Fat'];NU;90;60;70;75;70;45;['Walrein']
Seedot;['Grass'];['Chlorophyll', 'Early Bird'];LC;40;40;50;30;30;30;['Nuzleaf']
Seel;['Water'];['Thick Fat'];LC;65;45;55;45;70;45;['Dewgong']
Sentret;['Normal'];['Keen Eye', 'Run Away'];LC;35;46;34;35;45;20;['Furret']
Seviper;['Poison'];['Shed Skin'];NU;73;100;60;100;60;65;[]
Sharpedo;['Water', 'Dark'];['Rough Skin'];UU;70;120;40;95;40;95;[]
Shedinja;['Bug', 'Ghost'];['Wonder Guard'];NU;1;90;45;30;30;40;[]
Shelgon;['Dragon'];['Rock Head'];NU;65;95;100;60;50;50;['Salamence']
Shellder;['Water'];['Shell Armor'];LC;30;65;100;45;25;40;['Cloyster']
Shiftry;['Grass', 'Dark'];['Chlorophyll', 'Early Bird'];UU;90;100;60;90;60;80;[]
Shroomish;['Grass'];['Effect Spore'];LC;60;40;60;40;60;35;['Breloom']
Shuckle;['Bug', 'Rock'];['Sturdy'];NU;20;10;230;10;230;5;[]
Shuppet;['Ghost'];['Insomnia'];LC;44;75;35;63;33;45;['Banette']
Silcoon;['Bug'];['Shed Skin'];;50;35;55;25;25;15;['Beautifly']
Skarmory;['Steel', 'Flying'];['Keen Eye', 'Sturdy'];OU;65;80;140;40;70;70;[]
Skiploom;['Grass', 'Flying'];['Chlorophyll'];;55;45;50;45;65;80;['Jumpluff']
Skitty;['Normal'];['Cute Charm'];LC;50;45;45;35;35;50;['Delcatty']
Slaking;['Normal'];['Truant'];UUBL;150;160;100;95;65;100;[]
