Name;Types;Abilities;Tier;HP;Attack;Defense;Special Attack;Special Defense;Speed;Next Evolution(s)
Chespin;['Grass'];['Bulletproof', 'Overgrow'];LC;56;61;65;48;45;38;['Quilladin']
Chikorita;['Grass'];['Leaf Guard', 'Overgrow'];LC;45;49;65;49;65;45;['Bayleef']
Chimchar;['Fire'];['Blaze', 'Iron Fist'];LC;44;58;44;58;44;61;['Monferno']
Chimecho;['Psychic'];['Levitate'];Untiered;75;50;80;95;90;65;[]
Chinchou;['Water', 'Electric'];['Illuminate', 'Volt Absorb', 'Water Absorb'];LC;75;38;38;56;56;67;['Lanturn']
Chingling;['Psychic'];['Levitate'];LC;45;30;50;65;50;45;['Chimecho']
Cinccino;['Normal'];['Cute Charm', 'Skill Link', 'Technician'];NU;75;95;60;65;60;115;[]
Clamperl;['Water'];['Rattled', 'Shell Armor'];LC;35;64;85;74;55;32;['Gorebyss', 'Huntail']
Clauncher;['Water'];['Mega Launcher'];LC;50;53;62;58;63;44;['Clawitzer']
Clawitzer;['Water'];['Mega Launcher'];NU;71;73;88;120;89;59;[]
Claydol;['Ground', 'Psychic'];['Levitate'];PU;60;70;105;70;120;75;[]
Clefable;['Fairy'];['Cute Charm', 'Magic Guard', 'Unaware'];OU;95;70;73;95;90;60;[]
Clefairy;['Fairy'];['Cute Charm', 'Friend Guard', 'Magic Guard'];PU;70;45;48;60;65;35;['Clefable']
Cleffa;['Fairy'];['Cute Charm', 'Friend Guard', 'Magic Guard'];LC;50;25;28;45;55;15;['Clefairy']
Cloyster;['Water', 'Ice'];['Overcoat', 'Shell Armor', 'Skill Link'];RU;50;95;180;85;45;70;[]
Cobalion;['Steel', 'Fighting'];['Justified'];UU;91;90;129;90;72;108;[]
Cofagrigus;['Ghost'];['Mummy'];NUBL;58;50;145;95;105;30;[]
Combee;['Bug', 'Flying'];['Honey Gather', 'Hustle'];LC;30;30;42;30;42;70;['Vespiquen']
Combusken;['Fire', 'Fighting'];['Blaze', 'Speed Boost'];;60;85;60;85;60;55;['Blaziken']
Comfey;['Fairy'];['Flower Veil', 'Natural Cure', 'Triage'];NU;51;52;90;82;110;100;[]
Conkeldurr;['Fighting'];['Guts', 'Iron Fist', 'Sheer Force'];UUBL;105;140;95;55;65;45;[]
Corphish;['Water'];['Adaptability', 'Hyper Cutter', 'Shell Armor'];LC;43;80;65;50;35;35;['Crawdaunt']
Corsola;['Water', 'Rock'];['Hustle', 'Natural Cure', 'Regenerator'];Untiered;65;55;95;65;95;35;[]
Cosmoem;['Psychic'];['Sturdy'];;43;29;131;29;131;37;['Lunala', 'Solgaleo']
Cosmog;['Psychic'];['Unaware'];LC;43;29;31;29;31;37;['Cosmoem']
Cottonee;['Grass', 'Fairy'];['Chlorophyll', 'Infiltrator', 'Prankster'];LC;40;27;60;37;50;66;['Whimsicott']
Crabominable;['Fighting', 'Ice'];['Anger Point', 'Hyper Cutter', 'Iron Fist'];Untiered;97;132;77;62;67;43;[]
Crabrawler;['Fighting'];['Anger Point', 'Hyper Cutter', 'Iron Fist'];LC;47;82;57;42;47;63;['Crabominable']
Cradily;['Rock', 'Grass'];['Storm Drain', 'Suction Cups'];Untiered;86;81;97;81;107;43;[]
Cranidos;['Rock'];['Mold Breaker', 'Sheer Force'];LC;67;125;40;30;30;58;['Rampardos']
Crawdaunt;['Water', 'Dark'];['Adaptability', 'Hyper Cutter', 'Shell Armor'];UU;63;120;85;90;55;55;[]
Cresselia;['Psychic'];['Levitate'];RU;120;70;120;75;130;85;[]
Croagunk;['Poison', 'Fighting'];['Anticipation', 'Dry Skin', 'Poison Touch'];LC;48;61;40;61;40;50;['Toxicroak']
Crobat;['Poison', 'Flying'];['Infiltrator', 'Inner Focus'];UU;85;90;80;70;80;130;[]
Croconaw;['Water'];['Sheer Force', 'Torrent'];;65;80;80;59;63;58;['Feraligatr']
Crustle;['Bug', 'Rock'];['Shell Armor', 'Sturdy', 'Weak Armor'];Untiered;70;105;125;65;75;45;[]
Cryogonal;['Ice'];['Levitate'];NU;80;50;50;95;135;105;[]
Cubchoo;['Ice'];['Rattled', 'Slush Rush', 'Snow Cloak'];LC;55;70;40;60;40;40;['Beartic']
Cubone;['Ground'];['Battle Armor', 'Lightning Rod', 'Rock Head'];LC;50;50;95;40;50;35;['Marowak', 'Marowak-Alola']
Cutiefly;['Bug', 'Fairy'];['Honey Gather', 'Shield Dust', 'Sweet Veil'];;40;45;40;55;40;84;['Ribombee']
Cyndaquil;['Fire'];['Blaze', 'Flash Fire'];LC;39;52;43;60;50;65;['Quilava']
Darkrai;['Dark'];['Bad Dreams'];Uber;70;90;90;135;90;125;[]
Darmanitan;['Fire'];['Sheer Force', 'Zen Mode'];RUBL;105;140;55;30;55;95;[]
Darmanitan-Zen;['Fire', 'Psychic'];['Zen Mode'];RUBL;105;30;105;140;105;55;[]
Dartrix;['Grass', 'Flying'];['Long Reach', 'Overgrow'];;78;75;75;70;70;52;['Decidueye']
Darumaka;['Fire'];['Hustle', 'Inner Focus'];LC;70;90;45;15;45;50;['Darmanitan']
Decidueye;['Grass', 'Ghost'];['Long Reach', 'Overgrow'];NU;78;107;75;100;100;70;[]
Dedenne;['Electric', 'Fairy'];['Cheek Pouch', 'Pickup', 'Plus'];Untiered;67;58;57;81;67;101;[]
Deerling;['Normal', 'Grass'];['Chlorophyll', 'Sap Sipper', 'Serene Grace'];LC;60;60;50;40;50;75;['Sawsbuck']
Deino;['Dark', 'Dragon'];['Hustle'];LC;52;65;50;45;50;38;['Zweilous']
Delcatty;['Normal'];['Cute Charm', 'Normalize', 'Wonder Skin'];Untiered;70;65;65;55;55;90;[]
Delibird;['Ice', 'Flying'];['Hustle', 'Insomnia', 'Vital Spirit'];Untiered;45;55;45;65;45;75;[]
Delphox;['Fire', 'Psychic'];['Blaze', 'Magician'];NU;75;69;72;114;100;104;[]
Deoxys;['Psychic'];['Pressure'];Uber;50;150;50;150;50;150;[]
Deoxys-Attack;['Psychic'];['Pressure'];Uber;50;180;20;180;20;150;[]
Deoxys-Defense;['Psychic'];['Pressure'];Uber;50;70;160;70;160;90;[]
Deoxys-Speed;['Psychic'];['Pressure'];Uber;50;95;90;95;90;180;[]
Dewgong;['Water', 'Ice'];['Hydration', 'Ice Body', 'Thick Fat'];Untiered;90;70;80;70;95;70;[]
Dewott;['Water'];['Shell Armor', 'Torrent'];;75;75;60;83;60;60;['Samurott']
Dewpider;['Water', 'Bug'];['Water Absorb', 'Water Bubble'];LC;38;40;52;40;72;27;['Araquanid']
Dhelmise;['Ghost', 'Grass'];['Steelworker'];NU;70;131;100;86;90;40;[]
Dialga;['Steel', 'Dragon'];['Pressure', 'Telepathy'];Uber;100;120;120;150;100;90;[]
Diancie;['Rock', 'Fairy'];['Clear Body'];RU;50;100;150;100;150;50;[]
Diancie-Mega;['Rock', 'Fairy'];['Magic Bounce'];OU;50;160;110;160;110;110;[]
Diggersby;['Normal', 'Ground'];['Cheek Pouch', 'Huge Power', 'Pickup'];UUBL;85;56;77;50;77;78;[]
Diglett;['Ground'];['Arena Trap', 'Sand Force', 'Sand Veil'];LC;10;55;25;35;45;95;['Dugtrio']
Diglett-Alola;['Ground', 'Steel'];['Sand Force', 'Sand Veil', 'Tangling Hair'];LC;10;55;30;35;45;90;['Dugtrio-Alola']
Ditto;['Normal'];['Imposter', 'Limber'];Untiered;48;48;48;48;48;48;[]
Dodrio;['Normal', 'Flying'];['Early Bird', 'Run Away', 'Tangled Feet'];PU;60;110;70;60;60;110;[]
Doduo;['Normal', 'Flying'];['Early Bird', 'Run Away', 'Tangled Feet'];LC;35;85;45;35;35;75;['Dodrio']
Donphan;['Ground'];['Sand Veil', 'Sturdy'];RU;90;120;120;60;60;50;[]
Doublade;['Steel', 'Ghost'];['No Guard'];UU;59;110;150;45;49;35;['Aegislash']
Dragalge;['Poison', 'Dragon'];['Adaptability', 'Poison Point', 'Poison Touch'];RU;65;75;90;97;123;44;[]
Dragonair;['Dragon'];['Marvel Scale', 'Shed Skin'];;61;84;65;70;70;70;['Dragonite']
Dragonite;['Dragon', 'Flying'];['Inner Focus', 'Multiscale'];UUBL;91;134;95;100;100;80;[]
Drampa;['Normal', 'Dragon'];['Berserk', 'Cloud Nine', 'Sap Sipper'];PU;78;60;85;135;91;36;[]
Drapion;['Poison', 'Dark'];['Battle Armor', 'Keen Eye', 'Sniper'];RU;70;90;110;60;75;95;[]
Dratini;['Dragon'];['Marvel Scale', 'Shed Skin'];LC;41;64;45;50;50;50;['Dragonair']
Drifblim;['Ghost', 'Flying'];['Aftermath', 'Flare Boost', 'Unburden'];Untiered;150;80;44;90;54;80;[]
Drifloon;['Ghost', 'Flying'];['Aftermath', 'Flare Boost', 'Unburden'];;90;50;34;60;44;70;['Drifblim']
Drilbur;['Ground'];['Mold Breaker', 'Sand Force', 'Sand Rush'];LC;60;85;40;30;45;68;['Excadrill']
Drowzee;['Psychic'];['Forewarn', 'Inner Focus', 'Insomnia'];LC;60;48;45;43;90;42;['Hypno']
Druddigon;['Dragon'];['Mold Breaker', 'Rough Skin', 'Sheer Force'];NU;77;120;90;60;90;48;[]
Ducklett;['Water', 'Flying'];['Big Pecks', 'Hydration', 'Keen Eye'];LC;62;44;50;44;50;55;['Swanna']
Dugtrio;['Ground'];['Arena Trap', 'Sand Force', 'Sand Veil'];Untiered;35;100;50;50;70;120;[]
Dugtrio-Alola;['Ground', 'Steel'];['Sand Force', 'Sand Veil', 'Tangling Hair'];PU;35;100;60;50;70;110;[]
Dunsparce;['Normal'];['Rattled', 'Run Away', 'Serene Grace'];Untiered;100;70;70;65;65;45;[]
Duosion;['Psychic'];['Magic Guard', 'Overcoat', 'Regenerator'];;65;40;50;125;60;30;['Reuniclus']
Durant;['Bug', 'Steel'];['Hustle', 'Swarm', 'Truant'];RUBL;58;109;112;48;48;109;[]
Dusclops;['Ghost'];['Frisk', 'Pressure'];;40;70;130;60;130;25;['Dusknoir']
Dusknoir;['Ghost'];['Frisk', 'Pressure'];Untiered;45;100;135;65;135;45;[]
Duskull;['Ghost'];['Frisk', 'Levitate'];LC;20;40;90;30;90;25;['Dusclops']
Dustox;['Bug', 'Poison'];['Compound Eyes', 'Shield Dust'];Untiered;60;50;70;50;90;65;[]
Dwebble;['Bug', 'Rock'];['Shell Armor', 'Sturdy', 'Weak Armor'];LC;50;65;85;35;35;55;['Crustle']
Eelektrik;['Electric'];['Levitate'];;65;85;70;75;70;40;['Eelektross']
Eelektross;['Electric'];['Levitate'];PU;85;115;80;105;80;50;[]
Eevee;['Normal'];['Adaptability', 'Anticipation', 'Run Away'];LC;55;55;50;45;65;55;['Espeon', 'Flareon', 'Glaceon', 'Jolteon', 'Leafeon', 'Sylveon', 'Umbreon', 'Vaporeon']
Ekans;['Poison'];['Intimidate', 'Shed Skin', 'Unnerve'];LC;35;60;44;40;54;55;['Arbok']
Electabuzz;['Electric'];['Static', 'Vital Spirit'];;65;83;57;95;85;105;['Electivire']
Electivire;['Electric'];['Motor Drive', 'Vital Spirit'];Untiered;75;123;67;95;85;95;[]
Electrike;['Electric'];['Lightning Rod', 'Minus', 'Static'];LC;40;45;40;65;40;65;['Manectric']
Electrode;['Electric'];['Aftermath', 'Soundproof', 'Static'];Untiered;60;50;70;80;80;150;[]
Elekid;['Electric'];['Static', 'Vital Spirit'];LC;45;63;37;65;55;95;['Electabuzz']
Elgyem;['Psychic'];['Analytic', 'Synchronize', 'Telepathy'];LC;55;55;55;85;55;30;['Beheeyem']
Emboar;['Fire', 'Fighting'];['Blaze', 'Reckless'];RU;110;123;65;100;65;65;[]
Emolga;['Electric', 'Flying'];['Motor Drive', 'Static'];Untiered;55;75;60;75;60;103;[]
Empoleon;['Water', 'Steel'];['Defiant', 'Torrent'];UU;84;86;88;111;101;60;[]
Entei;['Fire'];['Inner Focus', 'Pressure'];RUBL;115;115;85;90;75;100;[]
Escavalier;['Bug', 'Steel'];['Overcoat', 'Shell Armor', 'Swarm'];RU;70;135;105;60;105;20;[]
Espeon;['Psychic'];['Magic Bounce', 'Synchronize'];RU;65;65;60;130;95;110;[]
Espurr;['Psychic'];['Infiltrator', 'Keen Eye', 'Own Tempo'];LC;62;48;54;63;60;68;['Meowstic-F', 'Meowstic-M']
Excadrill;['Ground', 'Steel'];['Mold Breaker', 'Sand Force', 'Sand Rush'];OU;110;135;60;50;65;88;[]
Exeggcute;['Grass', 'Psychic'];['Chlorophyll', 'Harvest'];LC;60;40;80;60;45;40;['Exeggutor', 'Exeggutor-Alola']
Exeggutor;['Grass', 'Psychic'];['Chlorophyll', 'Harvest'];Untiered;95;95;85;125;75;55;[]
Exeggutor-Alola;['Grass', 'Dragon'];['Frisk', 'Harvest'];NU;95;105;85;125;75;45;[]
Exploud;['Normal'];['Scrappy', 'Soundproof'];NUBL;104;91;63;91;73;68;[]
Farfetch'd;['Normal', 'Flying'];['Defiant', 'Inner Focus', 'Keen Eye'];Untiered;52;90;55;58;62;60;[]
Fearow;['Normal', 'Flying'];['Keen Eye', 'Sniper'];Untiered;65;90;65;61;61;100;[]
Feebas;['Water'];['Adaptability', 'Oblivious', 'Swift Swim'];LC;20;15;20;10;55;80;['Milotic']
Fennekin;['Fire'];['Blaze', 'Magician'];LC;40;45;40;62;60;60;['Braixen']
Feraligatr;['Water'];['Sheer Force', 'Torrent'];RU;85;105;100;79;83;78;[]
Ferroseed;['Grass', 'Steel'];['Iron Barbs'];NU;44;50;91;24;86;10;['Ferrothorn']
Ferrothorn;['Grass', 'Steel'];['Anticipation', 'Iron Barbs'];OU;74;94;131;54;116;20;[]
Finneon;['Water'];['Storm Drain', 'Swift Swim', 'Water Veil'];LC;49;49;56;49;61;66;['Lumineon']
Flaaffy;['Electric'];['Plus', 'Static'];;70;55;55;80;60;45;['Ampharos']
Flabebe;['Fairy'];['Flower Veil', 'Symbiosis'];LC;44;38;39;61;79;42;['Floette', 'Floette-Eternal']
Flareon;['Fire'];['Flash Fire', 'Guts'];Untiered;65;130;60;95;110;65;[]
Fletchinder;['Fire', 'Flying'];['Flame Body', 'Gale Wings'];;62;73;55;56;52;84;['Talonflame']
Fletchling;['Normal', 'Flying'];['Big Pecks', 'Gale Wings'];LC;45;50;43;40;38;62;['Fletchinder']
Floatzel;['Water'];['Swift Swim', 'Water Veil'];Untiered;85;105;55;85;50;115;[]
Floette;['Fairy'];['Flower Veil', 'Symbiosis'];;54;45;47;75;98;52;['Florges']
Floette-Eternal;['Fairy'];['Flower Veil', 'Symbiosis'];Limbo;74;65;67;125;128;92;[]
Florges;['Fairy'];['Flower Veil', 'Symbiosis'];RU;78;65;68;112;154;75;[]
Flygon;['Ground', 'Dragon'];['Levitate'];RU;80;100;80;80;80;100;[]
Fomantis;['Grass'];['Contrary', 'Leaf Guard'];LC;40;55;35;50;35;35;['Lurantis']
Foongus;['Grass', 'Poison'];['Effect Spore', 'Regenerator'];LC;69;55;45;55;55;15;['Amoonguss']
Forretress;['Bug', 'Steel'];['Overcoat', 'Sturdy'];RU;75;90;140;60;60;40;[]
Fraxure;['Dragon'];['Mold Breaker', 'Rivalry', 'Unnerve'];;66;117;70;40;50;67;['Haxorus']
